model,dataset,baseline,arrival_rate_rps,normalized_latency_mean,normalized_latency_p50,normalized_latency_p90,normalized_latency_p95,normalized_internal_latency_mean,normalized_internal_latency_p50,normalized_internal_latency_p90,normalized_internal_latency_p95,achieved_request_throughput_rps,achieved_output_throughput_tps,latency_from_arrival_mean_s,latency_internal_mean_s,input_tokens_mean,output_tokens_mean
qwen-1.8b,longbench-qasper,AFD,0.25,4.572423540718026,2.388936072587967,10.328479242324832,12.174774003028874,2.0240282570322354,1.9175525903701782,2.67317156791687,2.8058295488357543,0.21905200360006818,1.7305108284405386,18.6963019490242,13.370346641540527,512.0,7.9
qwen-1.8b,longbench-qasper,AFD,0.3,4.7653422528670895,2.481072333123949,10.883036708831792,13.99251803159714,2.206623949855566,2.170436541239421,2.801788485050202,3.052299451828003,0.24958285003343225,1.9717045152641148,18.990119373798372,14.864489161968232,512.0,7.9
qwen-1.8b,longbench-qasper,AFD,0.35,5.50081861557232,3.6502912789583206,11.164786410331729,13.505549442768103,2.530780493136909,2.5173648198445635,3.112515131632488,3.952297039826711,0.25639618170864364,2.025529835498285,24.691010057926178,18.095510852336883,512.0,7.9
qwen-1.8b,longbench-qasper,AFD,0.4,6.2734123417072825,3.8909921422600746,12.437306841214498,13.607434252897908,2.7786270316276287,2.591432511806488,3.445215793450675,4.6224105993906655,0.2608657715777631,2.060839595464328,29.134726440906526,20.48677295446396,512.0,7.9
qwen-1.8b,longbench-qasper,AFD,0.5,6.743261951373683,3.910189166665077,14.202790951728822,15.563802754879012,3.0789076463215883,2.8798297867178917,4.4371212244033815,4.824108095963796,0.269930179902955,2.1324484212333443,31.977003931999207,23.309533023834227,512.0,7.9
qwen-1.8b,longbench-qasper,AFD,0.6,7.37484470191929,4.229073166847229,15.832237275441488,17.367465464274105,3.5299097707702054,3.4475548292199774,5.1316406051317855,5.189399202664695,0.27124705278681976,2.142851717015876,36.20432085990906,26.933326840400696,512.0,7.9
qwen-1.8b,longbench-qasper,AFD,0.8,12.030966841843393,4.236096926033497,31.670304548740408,45.18980190753937,3.9835461088352733,3.674714259803295,4.990748965740208,7.45045269727707,0.2860966625658699,2.260163634270372,43.34114714860916,28.6332124710083,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.1,6.940933359662692,2.275903046131134,18.84580600261689,26.4133389234543,1.3682373387946023,1.4031077722708383,1.605580759048462,1.6221903622150422,0.0998904655637046,0.7891346779532663,21.09903427362442,10.109390759468079,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.15,5.905223896768358,1.9809733107686043,16.865875625610354,17.619302082061775,1.549488560275899,1.557108759880066,1.795491274694602,1.8670480688412987,0.1454881848647155,1.1493566604312524,19.07777030467987,11.928873574733734,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.2,5.347903135336107,2.7006222878893213,12.642693424224854,13.209750580787667,1.823895448197921,1.6554759219288826,2.2484224483370796,3.0365620374679567,0.17941991653797087,1.41741734064997,20.953578436374663,14.148648619651794,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.25,4.958568084157175,2.575638398528099,10.800546169281015,16.63677399158478,2.0283753246068956,2.030185560385386,2.353933743635814,2.6410941263039915,0.2083380231654693,1.6458703830072074,20.89197356700897,16.27025990486145,512.0,7.9
qwen-1.8b,longbench-qasper,CPU-Attention,0.3,5.086423097633653,2.826160319149494,9.150255918502816,15.6947778582573,2.276175794998805,2.2514291629195213,3.1615407466888437,3.616487248738607,0.22289832174564841,1.7608967417906225,23.23303966522217,18.815592777729034,512.0,7.9
